Region,Country,City,Organisation,Prospect Category,HQ / Primary Geography,Address / Office Location,Family / Founder / Strategic Nature,Known Sector Themes,TBP / Regional Corridor Relevance,Possible TBP Entry Point,Recommended Contact Route,Assigned Lead,Family Office Fit (20),Permanent Capital (20),Sector Alignment (20),Governance Mindset (15),Strategic Adjacency (15),Engagement Readiness (10),Total Score,Classification,Priority,Pipeline Stage,Scoring Status,Public Source URLs,Notes / Diligence Flags,Email address,Contact Email Status,Contact Email Source URLs,Contact Email Notes,Contact Enrichment Date,Source File,Alternate Names
Africa,Nigeria,Lagos,WEMPCO Group,Established MFO / Investment Platform / Capital Gateway,Lagos,Lagos,Wei family / management,"Steel, manufacturing",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Corporate Office / Business Development,Official corporate route,Tharushi / Capital Advisory Team,16,8,10,6,15,4,59,Monitor / Secondary Prospect,Medium-High,Identified,Indicative scored – review required,,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($20M–$250M) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,Lagos,Elalan Construction,Established MFO / Investment Platform / Capital Gateway,Lagos,Lagos,Kola Karim / management,"Construction, engineering",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Business Development / Corporate Office,Official corporate route,Tharushi / Capital Advisory Team,14,8,20,6,15,4,67,Strong Potential Prospect,Medium-High,Identified,Indicative scored – review required,elalan.com,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($20M–$250M) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,Lagos,Brains & Hammers,Established MFO / Investment Platform / Capital Gateway,Lagos,"112A Olabode George St, Victoria Island, Lagos",Gidado Umar,"Real estate, smart cities",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Business Development / Investments,Official corporate route / info@brainsandhammers.co; info@brainsandhammers.com | +234 704 589 8874,Tharushi / Capital Advisory Team,14,8,20,6,15,5,68,Strong Potential Prospect,Medium-High,Identified,Indicative scored – review required,brainsandhammers.com/contact-us-2,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($20M–$250M) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",info@brainsandhammers.co,Official/public email - verify before outreach,brainsandhammers.com/contact-us-2,Use official group route; verify current contact before outreach.,8/24/2026,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,Lagos,Sujimoto Group,Established MFO / Investment Platform / Capital Gateway,Lagos,Lagos,Sijibomi Ogundele,"Luxury real estate, urban development",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Business Development / Investments,Official corporate route,Tharushi / Capital Advisory Team,14,8,0,6,6,4,38,Not Suitable Prospect,Medium-High,Identified,Indicative scored – review required,sujimotong.com,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($20M–$250M) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,Lagos,Landmark Africa,Established MFO / Investment Platform / Capital Gateway,Lagos,Lagos,Paul Onwuanibe,"Mixed-use development, hospitality",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Corporate Development / Partnerships,Official corporate route / info@landmarkafrica.com,Tharushi / Capital Advisory Team,14,8,13,6,15,5,61,Monitor / Secondary Prospect,Medium-High,Identified,Indicative scored – review required,landmarkafrica.com,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($20M–$250M) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",info@landmarkafrica.com,Official/public email - verify before outreach,landmarkafrica.com,Use official group route; verify current contact before outreach.,8/24/2026,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,Lagos,CWG Plc,Established MFO / Investment Platform / Capital Gateway,Lagos,Lagos,Austin Okere / management,Enterprise technology,West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Investor Relations / Business Development,Official corporate route / info@cwg-plc.com,Tharushi / Capital Advisory Team,14,8,12,12,15,5,66,Strong Potential Prospect,Medium-High,Identified,Indicative scored – review required,cwg-plc.com,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($20M–$150M) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",info@cwg-plc.com,Official/public email - verify before outreach,cwg-plc.com,Use official group route; verify current contact before outreach.,8/24/2026,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,Lagos,SystemSpecs,Established MFO / Investment Platform / Capital Gateway,Lagos,Lagos,John Obaro,"Fintech, enterprise software, GovTech",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Business Development / Corporate Office,Official corporate route / info@systemspecs.com.ng,Tharushi / Capital Advisory Team,14,8,16,6,15,5,64,Monitor / Secondary Prospect,Medium-High,Identified,Indicative scored – review required,systemspecs.com.ng,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($20M–$150M) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",info@systemspecs.com.ng,Official/public email - verify before outreach,systemspecs.com.ng,Use official group route; verify current contact before outreach.,8/24/2026,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,Lagos,Innoson Group,Established MFO / Investment Platform / Capital Gateway,Lagos,Nnewi/Lagos,Innocent Chukwuma,Automotive manufacturing,West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Chairman's Office / Corporate Affairs,Official corporate route,Tharushi / Capital Advisory Team,14,8,9,10,14,4,59,Monitor / Secondary Prospect,Medium-High,Identified,Indicative scored – review required,innosonvehicles.com,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($20M–$250M) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,Lagos,Atlas Oranto Petroleum,Specialist Investment Vehicle / Emerging Capital Channel,Lagos,Abuja/Lagos,Arthur Eze,"Energy, upstream oil & gas",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Chairman's Office / Corporate Affairs,Official corporate route,Tharushi / Capital Advisory Team,13,7,20,10,15,4,69,Strong Potential Prospect,Medium,Identified,Indicative scored – review required,,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($5M–$100M+) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,,Chrome Group,Specialist Investment Vehicle / Emerging Capital Channel,Nigeria,Nigeria,Emeka Offor,"Energy, logistics, infrastructure",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Chairman's Office / Business Development,Official corporate route,Tharushi / Capital Advisory Team,13,7,20,10,15,4,69,Strong Potential Prospect,Medium,Identified,Indicative scored – review required,,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($5M–$100M+) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,Lagos,Seplat / Healthcare Interests,Specialist Investment Vehicle / Emerging Capital Channel,Lagos,Lagos,ABC Orjiako,"Energy, healthcare",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Corporate Development / Investor Relations,Corporate IR route,Tharushi / Capital Advisory Team,13,7,18,12,15,4,69,Strong Potential Prospect,Medium,Identified,Indicative scored – review required,seplatenergy.com,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($5M–$100M+) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,,Kunoch / Diamond Bank legacy family interests,Specialist Investment Vehicle / Emerging Capital Channel,Nigeria,Nigeria,Pascal Dozie family,"Investment holdings, technology",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Family Office / Investment Office,Not publicly disclosed; use official corporate route,Tharushi / Capital Advisory Team,15,7,9,7,7,4,49,Not Suitable Prospect,Medium,Identified,Indicative scored – review required,,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($5M–$100M+) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,Lagos,Zinox Technologies,Specialist Investment Vehicle / Emerging Capital Channel,Lagos,Lagos,Leo Stan Ekeh,"ICT, digital infrastructure",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Chairman's Office / Business Development,Official corporate route / enquiries@zinoxtechnologies.com,Tharushi / Capital Advisory Team,13,7,20,10,15,5,70,Strong Potential Prospect,Medium,Identified,Indicative scored – review required,zinoxtechnologies.com,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($5M–$100M+) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",enquiries@zinoxtechnologies.com,Official/public email - verify before outreach,zinoxtechnologies.com,Use official group route; verify current contact before outreach.,8/24/2026,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,Lagos,Air Peace,Specialist Investment Vehicle / Emerging Capital Channel,Lagos,Lagos,Allen Onyema,"Aviation, logistics",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Corporate Affairs / Business Development,Official corporate route,Tharushi / Capital Advisory Team,13,7,20,6,15,4,65,Strong Potential Prospect,Medium,Identified,Indicative scored – review required,flyairpeace.com,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($5M–$100M+) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,,Capital Oil legacy / Estate interests,Specialist Investment Vehicle / Emerging Capital Channel,Nigeria,Nigeria,Ifeanyi Ubah estate,"Energy, logistics",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Estate / Corporate Representatives,Not publicly disclosed; use official route,Tharushi / Capital Advisory Team,13,7,20,6,15,4,65,Strong Potential Prospect,Medium,Identified,Indicative scored – review required,,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($5M–$100M+) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,,Cubana Group,Specialist Investment Vehicle / Emerging Capital Channel,Nigeria,Nigeria,Obinna Iyiegbu (Obi Cubana),"Hospitality, entertainment",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Chairman's Office / Business Development,Official corporate route,Tharushi / Capital Advisory Team,13,7,4,10,0,4,38,Not Suitable Prospect,Medium,Identified,Indicative scored – review required,,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($5M–$100M+) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,Lagos,Chisco Group,Specialist Investment Vehicle / Emerging Capital Channel,Lagos,Lagos,Chidi Anyaegbu,"Transport, logistics",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Chairman's Office / Business Development,Official corporate route,Tharushi / Capital Advisory Team,13,7,20,10,15,4,69,Strong Potential Prospect,Medium,Identified,Indicative scored – review required,,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($5M–$100M+) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,,Multi-Trex Integrated Foods,Specialist Investment Vehicle / Emerging Capital Channel,Nigeria,Nigeria,John Mbonu,"Agriculture, food processing",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Corporate Office / Business Development,Official corporate route,Tharushi / Capital Advisory Team,13,7,16,6,14,4,60,Monitor / Secondary Prospect,Medium,Identified,Indicative scored – review required,,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($5M–$100M+) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,,Chikason Group,Specialist Investment Vehicle / Emerging Capital Channel,Nigeria,Nigeria,Alex Chika Okafor,"Manufacturing, energy",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Chairman's Office / Business Development,Official corporate route,Tharushi / Capital Advisory Team,13,7,15,10,15,4,64,Monitor / Secondary Prospect,Medium,Identified,Indicative scored – review required,,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($5M–$100M+) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,,Louis Carter Group,Specialist Investment Vehicle / Emerging Capital Channel,Nigeria,Nigeria,Founder family / management,Manufacturing,West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Corporate Office / Business Development,Official corporate route,Tharushi / Capital Advisory Team,15,7,0,6,13,4,45,Not Suitable Prospect,Medium,Identified,Indicative scored – review required,,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($5M–$100M+) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,,Orange Drugs,Specialist Investment Vehicle / Emerging Capital Channel,Nigeria,Nigeria,Tony Ezenna,"Pharmaceuticals, manufacturing",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Chairman's Office / Corporate Affairs,Official corporate route,Tharushi / Capital Advisory Team,13,7,20,10,14,4,68,Strong Potential Prospect,Medium,Identified,Indicative scored – review required,orangedrugs.com,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($5M–$100M+) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,,Juhel Nigeria,Specialist Investment Vehicle / Emerging Capital Channel,Nigeria,Enugu/Nigeria,Sam Onyishi family interests,Pharmaceuticals,West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Corporate Office / Business Development,Official corporate route,Tharushi / Capital Advisory Team,15,7,19,6,15,4,66,Strong Potential Prospect,Medium,Identified,Indicative scored – review required,juhel.com,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($5M–$100M+) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,,Peace Mass Transit,Specialist Investment Vehicle / Emerging Capital Channel,Nigeria,"Enugu, Nigeria",Sam Maduka Onyishi,"Transportation, logistics",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Chairman's Office / Business Development,Official corporate route,Tharushi / Capital Advisory Team,13,7,20,10,15,4,69,Strong Potential Prospect,Medium,Identified,Indicative scored – review required,,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($5M–$100M+) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,,Ekulo Group,Specialist Investment Vehicle / Emerging Capital Channel,Nigeria,Nigeria,Emma Bishop Okonkwo,"Trading, distribution",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Chairman's Office / Corporate Affairs,Official corporate route,Tharushi / Capital Advisory Team,13,7,20,10,15,4,69,Strong Potential Prospect,Medium,Identified,Indicative scored – review required,,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($5M–$100M+) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,Nigeria,Lagos,Cosgrove Investment / Development,Specialist Investment Vehicle / Emerging Capital Channel,Lagos,Lagos,Uzo Oshogwe,"Real estate, smart cities",West Africa trade and energy gateway; Lagos/Abuja capital hub; relevant to TBP's West Africa corridor and energy-security thesis.,Business Development / Investments,Official corporate route,Tharushi / Capital Advisory Team,13,7,20,6,8,4,58,Monitor / Secondary Prospect,Medium,Identified,Indicative scored – review required,cosgrove.com.ng,"Screening-stage intelligence from TBP Nigeria country intelligence report; estimated capacity ($5M–$100M+) and confidence rating (not stated) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_Nigeria_Private_Capital_Intelligence_Tier_0_to_3_Investment_Contacts.docx,
Africa,South Africa,,Oppenheimer Generations,Strategic Anchor Family Capital,South Africa,South Africa / global,Nicky & Jonathan Oppenheimer,"African infrastructure, industrials, PE, long-term capital",Southern Africa capital and logistics gateway; Johannesburg/Cape Town financial hub; relevant to TBP's Southern Africa corridor and continental trade/energy thesis.,Investment Office / Generations team,Official corporate route,Tharushi / Capital Advisory Team,16,19,20,7,11,9,82,Priority Founding Steward Prospect,Priority,Identified,Indicative scored – review required,opp-gen.com/,"Screening-stage intelligence from TBP South Africa country intelligence report; estimated capacity (US$1B+) and confidence rating (Very High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_South_Africa_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,South Africa,,Mary Oppenheimer Daughters (MODO),Strategic Anchor Family Capital,South Africa,South Africa / global,Mary Oppenheimer family,"African PE, private markets, alternatives",Southern Africa capital and logistics gateway; Johannesburg/Cape Town financial hub; relevant to TBP's Southern Africa corridor and continental trade/energy thesis.,Emma Callister — CEO / investment office,Official MODO contact route,Tharushi / Capital Advisory Team,18,19,0,11,0,7,55,Monitor / Secondary Prospect,Priority,Identified,Indicative scored – review required,oppenheimer-daughters.com/,"Screening-stage intelligence from TBP South Africa country intelligence report; estimated capacity (US$500M+) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_South_Africa_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,South Africa,Cape Town,Remgro,Strategic Anchor Family Capital,Cape Town,Stellenbosch / Cape Town,Johann Rupert / Rupert family,"Infrastructure, healthcare, consumer, financial services",Southern Africa capital and logistics gateway; Johannesburg/Cape Town financial hub; relevant to TBP's Southern Africa corridor and continental trade/energy thesis.,Investor Relations / Corporate Development,Official corporate route / info@remgro.com | +27 21 888 3000,Tharushi / Capital Advisory Team,18,19,0,13,7,10,67,Strong Potential Prospect,Priority,Identified,Indicative scored – review required,www.remgro.com/,"Screening-stage intelligence from TBP South Africa country intelligence report; estimated capacity (US$1B+) and confidence rating (Very High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",info@remgro.com,Official/public email - verify before outreach,www.remgro.com/,Use official group route; verify current contact before outreach.,8/24/2026,TBP_South_Africa_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,South Africa,Johannesburg,Steyn Family Office / Steyn Group,Strategic Anchor Family Capital,Johannesburg,Johannesburg / London,Douw Steyn family,"Property, technology, PE, global investments",Southern Africa capital and logistics gateway; Johannesburg/Cape Town financial hub; relevant to TBP's Southern Africa corridor and continental trade/energy thesis.,Family Office / Group Investment Office,Official corporate route,Tharushi / Capital Advisory Team,19,19,6,8,3,7,62,Monitor / Secondary Prospect,Priority,Identified,Indicative scored – review required,steyngroup.com/,"Screening-stage intelligence from TBP South Africa country intelligence report; estimated capacity (US$500M+) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_South_Africa_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
